sevencs_fav,sevencs_nce_median,dups,max_seven_cs,individ_tripod_rating,individ_sgp_rating,individ_sgp_percentile,individ_msgp
0.751194596,74,0,,4,3,65,56.65
0.751022458,54,0,,3,3,47,49
0.750807583,52,0,,3,4,92,72.86
0.750803828,67,0,,3,4,92,72
0.750744045,62,0,,3,2,8,29.5
0.750623167,55,0,,3,3,59,54.05
0.750324667,55,0,,3,3,48,49.53
0.750183761,59,0,,3,4,92,71.94
0.750181913,67,0,,3,3,42,47.475
0.749993086,74,0,,4,3,63,55.5
0.749884009,64,0,,3,3,40,46.5
0.74972868,66,0,,3,3,76,61
0.749646902,61,0,,3,3,32,43.5
0.74928844,65,0,,3,3,74,60.5
0.749089599,67,0,,3,3,80,63
0.749051988,55,0,,3,3,29,42.5
0.748946905,68,0,,3,3,47,49.095
0.748891711,67,0,,3,2,13,34.335
0.748818338,51,0,,3,2,7,28
0.748688817,55,0,,3,3,65,56.415
0.748678863,56,0,,3,3,70,58.5
0.748487413,57,0,,3,3,46,48.78
0.748266578,72,0,,4,3,73,60.02238806
0.748015881,72,0,,4,3,37,45
0.747933388,61,0,,3,3,24,40
0.747899175,68,0,,3,4,88,68
0.747835398,60,0,,3,3,72,59.16
0.747689784,64,0,,3,3,59,54
0.74763763,65,0,,3,2,8,29.5
0.747619033,49,0,,3,1,1,18.94
0.747608066,67,0,,3,3,57,53
0.747538626,52,0,,3,3,22,39.5
0.747486353,53,0,,3,4,82,64.5
0.747377217,52,0,,3,3,74,60.5
0.747235298,66,0,,3,3,47,49
0.747166216,59,0,,3,3,31,43
0.747135699,59,0,,3,3,17,36.86
0.747104943,57,0,,3,3,62,55
0.747090518,66,0,,3,3,43,47.715
0.746964097,58,0,,3,4,92,72
0.746684492,50,0,,3,3,37,45.33
0.746592343,60,0,,3,3,52,51
0.746526539,59,0,,3,3,44,48
0.746454716,49,0,,3,3,31,43
0.746450007,49,0,,3,4,81,63.79
0.746347785,66,0,,3,3,26,41.065
0.7461465,53,0,,3,3,74,60.3
0.745938957,60,0,,3,4,93,74
0.745936215,54,0,,3,3,65,56.67647059
0.745781004,50,0,,3,3,39,46
0.745705843,69,0,,4,1,5,26
0.745524406,59,0,,3,3,80,63.01
0.745278955,62,0,,3,2,8,29.26
0.745133698,65,0,,3,3,55,52.5
0.744806707,58,0,,3,3,66,56.75
0.744714379,54,0,,3,3,44,48.17
0.744692743,59,0,,3,3,69,58
0.744618177,53,0,,3,3,30,42.75
0.744547725,54,0,,3,3,38,45.7
0.744425416,58,0,,3,1,1,18.32
0.744374394,60,0,,3,4,82,64.5
0.744133353,50,0,,3,4,98,82.3
0.744034469,56,0,,3,3,29,42.5
0.743924439,55,0,,3,2,8,29.625
0.74391067,47,0,,3,3,39,46.21428571
0.743843496,53,0,,3,3,69,58
0.743793905,53,0,,3,4,82,64
0.743545532,55,0,,3,4,88,68.22
0.743389904,60,0,,3,3,22,39
0.743303597,65,0,,3,4,92,72
0.743222594,57,0,,3,4,87,67.815
0.743083119,54,0,,3,3,32,43.5
0.743052185,61,0,,3,3,72,59.34
0.742607474,55,0,,3,3,61,54.5
0.742543876,47,0,,3,3,39,46
0.742491424,63,0,,3,3,37,45
0.741717756,51,0,,3,3,29,42
0.741666675,64,0,,3,1,2,21
0.741470873,48,0,,3,3,58,53.5
0.741440892,63,0,,3,4,81,63.75
0.741437197,60,0,,3,3,31,43
0.741398156,50,0,,3,3,52,51.375
0.741341829,50,0,,3,4,92,72
0.741018057,61,0,,3,4,88,68
0.7409814,55,0,,3,3,17,36.9625
0.740793288,66,0,,3,3,52,51
0.74071753,53,0,,3,3,60,54.25
0.740683258,57,0,,3,3,16,36.325
0.740601182,69,0,,4,2,9,30
0.740597665,60,0,,3,3,35,44.73684211
0.740502775,63,0,,3,3,27,41.275
0.740392804,56,0,,3,3,37,45
0.740382612,66,0,,3,4,87,67
0.74006623,49,0,,3,4,89,69
0.739953816,50,0,,3,3,26,41.2
0.739882708,66,0,,3,3,47,49.1
0.73986274,65,0,,3,3,52,51
0.739708722,59,0,,3,3,35,44.36842105
0.739594698,54,0,,3,3,56,52.825
0.739576876,57,0,,3,4,83,65
0.739499688,58,0,,3,3,44,48
0.739452243,57,0,,3,4,88,68.5
0.739434838,60,0,,3,3,72,59.06
0.739366412,55,0,,3,3,41,46.785
0.739350259,51,0,,3,2,11,32.8
0.739311457,54,0,,3,3,57,53
0.739152372,57,0,,3,3,19,37.5
0.739023983,57,0,,3,3,49,50
0.739018917,66,0,,3,3,62,55
0.73894453,50,0,,3,4,85,66
0.738696098,54,0,,3,3,59,54
0.738636374,60,0,,3,2,13,33.93
0.738442183,50,0,,3,4,82,64
0.73843503,56,0,,3,3,37,45.1
0.73842907,53,0,,3,3,57,53
0.738337517,57,0,,3,3,26,41
0.738304019,56,0,,3,3,68,57.5
0.738171935,65,0,,3,3,24,40
0.738117158,59,0,,3,3,52,51
0.737749696,63,0,,3,3,63,55.875
0.737728417,68,0,,3,3,16,36
0.737716913,56,0,,3,3,78,62
0.737636149,54,0,,3,3,72,59.5
0.737626076,57,0,,3,3,25,40.5
0.737519205,52,0,,3,3,80,63.075
0.737420321,54,0,,3,2,11,32.5
0.737318516,58,0,,3,3,59,54
0.737283587,70,0,,4,4,90,70
0.737257659,50,0,,3,3,64,56
0.737000465,59,0,,3,4,93,74
0.736970365,54,0,,3,4,84,65.93
0.736907125,53,0,,3,4,89,69
0.736857355,64,0,,3,4,87,67
0.736710608,63,0,,3,2,11,32
0.736688554,63,0,,3,3,51,50.835
0.736638904,55,0,,3,3,60,54.215
0.736551464,46,0,,3,3,22,39.25
0.736464143,65,0,,3,3,52,51
0.736283481,47,0,,3,3,79,62.83
0.736259639,56,0,,3,3,41,47
0.736081481,53,0,,3,3,52,51.375
0.735924721,51,0,,3,3,73,60
0.735787511,59,0,,3,3,67,57
0.735714257,53,0,,3,3,76,61.1
0.735672176,52,0,,3,3,67,57.33
0.73563391,52,0,,3,3,34,44
0.73548609,53,0,,3,3,52,51
0.735435784,51,0,,3,4,92,71.79
0.735432446,56,0,,3,4,85,66
0.735377192,52,0,,3,3,55,52
0.735290468,63,0,,3,3,17,36.84
0.734873116,54,0,,3,4,92,72.62686567
0.734853029,57,0,,3,4,96,77.65
0.734787464,65,0,,3,3,20,38
0.734710634,62,0,,3,3,43,47.83125
0.734425843,63,0,,3,3,55,52.225
0.734304547,55,0,,3,4,84,65.52
0.734279096,55,0,,3,3,76,61
0.734230161,63,0,,3,2,14,34.5
0.73391211,50,0,,3,3,76,61
0.733853579,55,0,,3,3,40,46.5
0.733849823,53,0,,3,3,18,37
0.733769655,58,0,,3,4,97,81
0.733630955,63,0,,3,2,12,33.25
0.733614802,64,0,,3,3,42,47.135
0.733474553,56,0,,3,3,69,58.23333333
0.733067513,51,0,,3,3,63,55.25
0.733057499,66,0,,3,4,97,81
0.733056486,57,0,,3,4,99,96.57
0.732890844,65,0,,3,3,32,43.41
0.73287493,48,0,,3,3,24,40
0.732726812,66,0,,3,4,90,70
0.732716501,60,0,,3,2,12,33.77272727
0.732710361,53,0,,3,3,80,63
0.732387364,67,0,,3,3,22,39
0.732366383,62,0,,3,3,59,54
0.732142866,57,0,,3,4,88,68
0.731972814,61,0,,3,2,10,31.25
0.731944025,63,0,,3,3,52,51
0.731876433,65,0,,3,3,69,58
0.731862962,57,0,,3,3,61,54.55
0.731578231,55,0,,3,4,89,69
0.731563151,57,0,,3,3,37,45
0.731176019,55,0,,3,3,71,59
0.731126964,67,0,,3,3,34,44
0.73102349,47,0,,3,3,18,37.4
0.730964541,54,0,,3,3,49,50
0.73090893,60,0,,3,4,83,65
0.730697393,49,0,,3,3,27,41.6
0.730653763,64,0,,3,4,81,63.875
0.73053509,46,0,,3,2,10,31
0.73049593,66,0,,3,1,3,23
0.730477214,54,0,,3,3,44,48
0.730427444,54,0,,3,4,95,76
0.730248272,59,0,,3,3,29,42
0.730236173,49,0,,3,3,55,52.14
0.730200529,61,1,2,3,3,44,48.35820896
0.730108976,50,0,,3,2,10,31
0.729883432,55,0,,3,3,26,41
0.72978133,65,0,,3,2,10,31.735
0.729725122,54,0,,3,4,99,89
0.729677439,71,0,,4,3,57,53
0.729591846,64,0,,3,3,45,48.5
0.729534686,65,0,,3,3,64,56
0.729458809,54,0,,3,4,85,66
0.729383886,50,0,,3,3,33,43.725
0.729323328,53,0,,3,3,34,44
0.729273915,55,0,,3,3,49,50
0.729237676,64,0,,3,3,49,50
0.729236722,48,0,,3,2,10,31
0.729114234,53,0,,3,1,1,14.40298507
0.729086399,59,0,,3,2,13,34
0.72906667,58,0,,3,3,50,50.46
0.728905678,69,0,,4,4,89,69.26119403
0.728853345,57,0,,3,3,64,56
0.728848219,62,0,,3,3,32,43.38
0.728791475,62,0,,3,2,7,28
0.728625,59,0,,3,1,4,25.5
0.728487372,55,0,,3,3,56,52.96
0.728419304,66,0,,3,2,13,33.94
0.728414953,56,0,,3,1,1,10
0.728402257,55,0,,3,4,89,69.5
0.728213608,50,0,,3,4,82,64.465
0.728067219,45,0,,3,3,76,61
0.728019714,66,0,,3,4,97,81
0.727757752,50,0,,3,1,4,25
0.727514565,47,0,,3,3,78,62
0.727494001,47,0,,3,3,40,46.4875
0.7272228,47,0,,3,3,62,55
0.727198303,53,0,,3,3,57,53
0.727119327,58,0,,3,3,31,43.25
0.726900399,51,0,,3,2,11,32
0.726898134,59,0,,3,4,83,65
0.726894855,58,0,,3,1,5,26
0.726853728,55,0,,3,3,31,43
0.726818204,52,0,,3,3,69,58.08
0.726785719,48,0,,3,3,20,38.34
0.72675246,57,0,,3,4,95,76.355
0.726633251,53,0,,3,3,29,42
0.726513028,53,0,,3,3,61,54.65
0.726496696,60,0,,3,3,31,43
0.726452112,54,0,,3,2,10,31
0.726438344,67,0,,3,3,17,36.815
0.726260602,58,0,,3,4,91,71.17
0.726252258,64,0,,3,3,41,46.79
0.726154804,64,0,,3,3,49,49.945
0.726015449,49,0,,3,3,61,54.665
0.725984871,65,0,,3,3,72,59.94
0.725939214,49,0,,3,3,20,38.28358209
0.72587949,59,0,,3,3,24,40
0.725836575,53,0,,3,1,1,18.43
0.725744486,60,0,,3,3,69,58
0.725731015,52,0,,3,3,49,50
0.725703776,60,0,,3,3,61,54.5
0.725640476,65,0,,3,2,12,33.75
0.725563884,51,0,,3,4,99,90.9
0.725379348,51,0,,3,3,64,56
0.725375295,61,0,,3,4,94,75
0.725341856,58,0,,3,3,37,45
0.725290477,52,0,,3,3,24,40
0.725280702,61,0,,3,3,72,59.265
0.72516185,66,0,,3,3,32,43.5
0.725156307,50,0,,3,3,32,43.425
0.725114167,57,0,,3,2,15,35.5
0.724943757,53,0,,3,3,18,37
0.724808455,53,0,,3,4,81,63.5
0.724731743,72,0,,4,2,10,31.5
0.72470057,62,0,,3,3,50,50.495
0.724445462,52,0,,3,4,98,83.725
0.724412024,63,0,,3,3,47,49
0.724391997,60,0,,3,3,38,45.5
0.724285364,56,0,,3,3,46,48.9
0.724274814,66,0,,3,3,25,40.835
0.724209726,61,0,,3,3,27,41.31
0.724202812,51,0,,3,3,34,44
0.724201798,55,0,,3,4,94,75
0.724096775,53,0,,3,3,31,43
0.723962545,49,0,,3,3,47,49
0.723960638,52,0,,3,3,59,54
0.723850667,55,0,,3,3,56,52.66
0.723780036,58,0,,3,3,80,63.415
0.723773718,55,0,,3,4,82,64
0.723767936,55,0,,3,4,88,68.25
0.723688364,63,0,,3,1,2,21
0.7234658,50,0,,3,3,41,47
0.723444343,49,0,,3,1,5,27
0.723404348,52,0,,3,4,91,70.5
0.723204374,47,0,,3,4,91,70.66
0.723202288,62,0,,3,3,24,40
0.723197162,65,0,,3,3,52,51
0.722789109,61,0,,3,3,78,62.5
0.722492337,55,0,,3,3,48,49.78
0.722402811,53,0,,3,1,1,18.5
0.72231102,51,0,,3,3,34,44
0.722060919,54,0,,3,3,64,56
0.722015321,51,0,,3,3,25,40.5
0.721985757,54,0,,3,3,29,42.5
0.721611738,54,0,,3,3,52,51
0.72141993,66,0,,3,3,61,54.5
0.721366227,54,0,,3,4,90,70
0.721226215,64,0,,3,4,83,65
0.721197844,58,0,,3,4,90,70.25
0.721060634,46,0,,3,3,41,47
0.720977008,50,0,,3,3,20,38
0.720973074,64,0,,3,3,22,39.25
0.720922291,53,0,,3,3,53,51.75
0.720749438,62,0,,3,3,35,44.25
0.720656991,59,0,,3,3,67,57
0.720467031,55,0,,3,3,80,63
0.720408142,67,0,,3,3,39,46
0.720359027,52,0,,3,2,7,28
0.720211267,64,0,,3,4,95,77
0.72016722,63,0,,3,4,92,72
0.720153689,54,0,,3,3,63,55.805
0.720139563,49,0,,3,4,99,84.75
0.719938219,55,0,,3,3,64,56
0.719912589,59,0,,3,3,20,38.67
0.719774604,49,0,,3,4,93,73
0.719642878,60,0,,3,3,37,45
0.719413877,59,0,,3,3,61,54.5
0.71938777,62,0,,3,3,26,41.25
0.719319046,52,0,,3,3,78,62.25
0.719274402,63,0,,3,4,98,82
0.71924156,57,0,,3,3,70,58.86206897
0.719092429,47,0,,3,3,37,45
0.718805552,51,0,,3,4,99,88.25
0.718495369,52,0,,3,3,58,53.925
0.718487382,59,0,,3,3,26,41
0.718420744,46,0,,3,2,7,28.99
0.718399465,45,0,,3,3,64,56
0.71838975,43,0,,3,3,31,43
0.718205214,51,0,,3,3,74,60.5
0.718083322,45,0,,3,3,29,42.25
0.717800438,53,0,,3,3,20,38
0.717695177,49,0,,3,3,74,60.25
0.717459977,50,0,,3,3,34,44
0.717418551,51,0,,3,3,19,37.42
0.717278957,46,0,,3,3,55,52
0.717162967,70,0,,4,4,81,63.75
0.717147768,53,0,,3,4,95,76
0.716996133,52,0,,3,4,82,64.4
0.716773987,55,0,,3,1,5,26.56
0.716628432,48,0,,3,4,91,70.5
0.716457307,64,0,,3,3,78,62
0.716404319,62,0,,3,3,37,45
0.716312766,46,0,,3,3,35,44.515
0.716269851,51,0,,3,3,37,45.36
0.716061175,49,0,,3,3,55,52.45
0.715986431,58,0,,3,4,95,76.06
0.715905786,61,0,,3,3,22,39
0.715678155,59,0,,3,2,11,32
0.715616047,48,0,,3,3,34,44
0.715396225,52,0,,3,3,72,59.34
0.715251207,60,0,,3,3,47,49.25
0.715244293,68,0,,3,3,63,55.46268657
0.71522826,48,0,,3,3,67,57.38
0.715166271,58,0,,3,2,13,34.355
0.714965165,49,0,,3,4,89,69.45
0.714856625,49,0,,3,2,12,33
0.714754105,63,0,,3,3,58,53.5
0.714725196,55,0,,3,2,15,35.5
0.714681864,55,0,,3,2,15,35
0.714597225,62,0,,3,3,25,40.5
0.714583099,46,0,,3,4,84,65.55
0.714530647,65,0,,3,4,85,66.44
0.714112818,48,0,,3,3,29,42.38
0.714068472,50,0,,3,3,68,57.5
0.714044273,61,0,,3,3,43,47.64
0.713996887,64,0,,3,4,98,82
0.713945746,61,0,,3,3,69,58
0.713869989,61,0,,3,2,14,34.625
0.713821113,52,0,,3,4,88,68.75
0.713739455,46,0,,3,3,72,59.1
0.713538766,47,0,,3,3,61,54.77
0.713431299,57,0,,3,3,78,62
0.713361144,52,0,,3,3,22,39
0.713338196,64,0,,3,3,64,56
0.713281691,59,0,,3,2,12,33
0.713208377,60,0,,3,3,53,51.815
0.712987721,50,0,,3,2,15,35
0.712911129,66,0,,3,3,77,61.75
0.712794423,54,0,,3,4,96,77.6
0.712684572,40,0,,3,3,67,57.18
0.712499976,60,0,,3,2,6,27.5
0.71234268,50,0,,3,3,22,39
0.71230185,62,0,,3,3,43,47.56976744
0.711975813,52,0,,3,2,10,31
0.711904764,59,0,,3,3,60,54.33333333
0.71186614,57,0,,3,4,87,67
0.711741984,57,0,,3,4,84,65.6
0.711734712,48,0,,3,2,15,35.32
0.711515129,48,0,,3,3,24,40
0.711395025,48,0,,3,4,81,63.5
0.711062908,51,0,,3,3,80,63
0.710940242,57,0,,3,3,58,53.91
0.710728347,40,0,,3,1,1,15.19
0.710655749,63,0,,3,3,29,42.5
0.710648298,49,0,,3,3,61,54.93
0.71064347,62,0,,3,4,87,67
0.710596502,62,0,,3,3,44,48
0.710569024,57,0,,3,3,55,52
0.710534155,53,0,,3,3,70,58.5
0.710452914,51,0,,3,3,59,54
0.710284173,54,0,,3,4,95,76.89
0.710216343,57,0,,3,2,8,29.29
0.710153282,53,0,,3,3,79,62.75
0.710019231,48,0,,3,3,47,49.02
0.709914386,48,0,,3,3,40,46.7
0.709798515,48,0,,3,2,12,33
0.709333301,64,0,,3,3,29,42.5
0.709327102,50,0,,3,4,88,68.25
0.709289372,49,0,,3,3,45,48.6
0.709021151,66,0,,3,3,24,40
0.708962023,47,0,,3,3,50,50.5
0.708715141,59,0,,3,3,52,51
0.708253384,54,0,,3,3,37,45
0.707798004,48,0,,3,3,35,44.68
0.707769394,53,0,,3,3,29,42.5
0.707532525,51,0,,3,4,88,68
0.707219005,51,0,,3,3,16,36
0.707187235,50,0,,3,3,25,40.5
0.707095563,52,0,,3,3,58,53.625
0.707089186,47,0,,3,4,82,64
0.707074523,51,0,,3,3,39,46
0.707019746,63,0,,3,3,68,57.5
0.706818163,49,0,,3,3,20,38
0.706743538,60,0,,3,4,82,64
0.706741512,47,0,,3,3,80,63.28
0.70665729,55,0,,3,3,44,48
0.706564844,50,0,,3,3,71,59
0.706423938,64,0,,3,3,37,45
0.706282139,50,0,,3,3,24,40
0.706266582,49,0,,3,3,67,57
0.706248045,64,0,,3,2,7,28
0.705806553,60,0,,3,3,35,44.5
0.705705285,66,0,,3,4,87,67
0.705679774,48,0,,3,3,47,49
0.705661237,55,0,,3,1,1,15.72
0.705638528,53,0,,3,3,69,58
0.705627739,48,0,,3,3,36,44.875
0.705583811,51,0,,3,2,9,30
0.705554128,64,0,,3,4,95,77
0.705492675,66,0,,3,4,97,79
0.705490351,49,0,,3,3,49,50
0.705280781,47,0,,3,2,6,27.775
0.705250978,49,0,,3,3,16,35.78
0.705154598,47,0,,3,2,7,28
0.705022752,52,0,,3,3,55,52.25
0.704984546,45,0,,3,3,47,49
0.704793334,50,0,,3,3,55,52.25
0.704747975,64,0,,3,3,42,47.05
0.704731822,57,0,,3,4,83,65
0.704498291,51,0,,3,3,32,43.44
0.70436579,47,0,,3,3,49,50
0.704252779,57,0,,3,3,62,55
0.704209268,58,0,,3,3,45,48.67
0.704192162,61,0,,3,3,25,40.66
0.704158068,61,0,,3,4,85,66
0.704100251,49,0,,3,3,60,54.15
0.703302681,53,0,,3,3,19,37.42
0.703244328,60,0,,3,3,55,52
0.703215957,47,0,,3,4,95,76.75
0.703167915,52,0,,3,3,50,50.2
0.703118563,60,0,,3,3,44,48.12
0.702936292,57,0,,3,3,27,41.5
0.702806115,62,0,,3,4,97,80
0.702462852,57,0,,3,3,74,60.5
0.702451825,49,0,,3,3,55,52
0.702291429,47,0,,3,2,15,35.25
0.702169418,47,0,,3,4,88,68.665
0.702017546,42,0,,3,4,85,66
0.701842427,43,0,,3,3,68,57.5
0.701575041,46,0,,3,3,61,54.5
0.701412857,52,0,,3,3,17,36.455
0.70135361,44,0,,3,3,55,52.5
0.701217234,63,0,,3,2,15,35.22807018
0.701184452,51,0,,3,3,24,40
0.700962424,51,0,,3,2,15,35
0.700782001,52,0,,3,3,42,47.25
0.700776815,43,0,,3,4,96,77.37
0.700764298,45,0,,3,3,76,61
0.700680256,51,0,,3,2,15,35
0.70067656,41,0,,3,3,34,44
0.700674355,52,0,,3,4,90,70
0.70053041,54,0,,3,3,22,39.5
0.700458646,44,0,,3,3,75,60.74242424
0.700174212,55,0,,3,3,20,38
0.700143158,46,0,,3,3,55,52
0.700069785,56,0,,3,3,40,46.575
0.699988365,48,0,,3,3,76,61
0.699909985,46,0,,3,3,17,36.75
0.699775636,57,0,,3,3,71,59
0.699739873,62,0,,3,3,29,42.5
0.699725091,58,0,,3,4,83,65
0.699586928,47,0,,3,3,52,51
0.699369788,47,0,,3,3,61,54.95
0.699318409,52,0,,3,4,93,74.25
0.69881618,60,0,,3,4,98,83
0.698438168,53,0,,3,3,17,36.72
0.698270261,53,0,,3,4,83,65
0.698066473,58,0,,3,4,85,66
0.69801414,51,0,,3,4,82,64
0.697860718,42,0,,3,4,99,85.565
0.697852969,59,0,,3,3,72,59.75
0.697410882,46,0,,3,3,24,40
0.697063804,40,0,,3,3,70,58.5
0.697058022,45,0,,3,3,74,60.5
0.697018385,45,0,,3,4,83,65.32352941
0.697014809,49,0,,3,1,3,23.1
0.696773469,59,0,,3,3,33,43.96
0.696658909,49,0,,3,3,69,58.17
0.696546197,59,0,,3,1,4,25.5
0.696141541,47,0,,3,3,61,54.8
0.695729971,60,0,,3,3,76,61
0.695592046,61,0,,3,3,32,43.34
0.695543826,59,0,,3,3,30,42.835
0.695378125,41,0,,3,3,31,43
0.695208669,54,0,,3,3,78,62.5
0.695136011,57,0,,3,1,2,21.375
0.695115983,57,0,,3,3,72,59.165
0.695103824,49,0,,3,3,20,38.085
0.694990456,69,0,,4,3,61,54.6119403
0.694904923,42,0,,3,3,69,58
0.694702923,48,0,,3,4,97,80
0.694562793,51,0,,3,4,85,66.25
0.694251657,47,0,,3,3,65,56.5
0.694155037,48,0,,3,3,62,55
0.693690896,41,0,,3,3,39,46.16666667
0.693452239,50,0,,3,4,83,65.16
0.693421602,52,0,,3,3,73,60
0.693370402,58,0,,3,3,59,54
0.693251193,54,0,,3,3,70,58.5
0.693239808,69,0,,4,4,92,72.5
0.693060875,62,0,,3,4,96,77.34
0.69299382,42,0,,3,3,31,43
0.692812383,44,0,,3,3,25,40.83
0.692742467,43,0,,3,2,8,29.25
0.692563415,49,0,,3,3,53,51.915
0.692530751,51,0,,3,1,4,24
0.692510247,33,0,,3,2,13,34.28
0.692446768,54,0,,3,4,91,71.5
0.692409456,49,0,,3,3,22,39.05
0.692305267,44,0,,3,3,78,62
0.692251921,52,0,,3,3,26,41
0.692201138,47,0,,3,3,23,39.92
0.69210428,47,0,,3,3,43,47.5
0.691750824,47,0,,3,2,12,33
0.69159174,48,0,,3,3,20,38
0.691552401,65,0,,3,4,87,67.155
0.691488206,53,0,,3,3,40,46.34
0.691427708,48,0,,3,4,83,65.33125
0.691418886,64,0,,3,2,15,35.05
0.691410959,53,0,,3,2,8,29.755
0.691369236,46,0,,3,3,52,51
0.69135946,51,0,,3,3,30,42.79
0.691240609,41,0,,3,3,55,52.5
0.691214263,47,0,,3,3,59,54
0.691123486,42,0,,3,3,71,59
0.691092193,43,0,,3,3,38,45.715
0.691043079,60,0,,3,3,29,42.415
0.690992355,43,0,,3,3,45,48.74
0.690899909,50,0,,3,3,36,44.875
0.690641701,60,0,,3,4,94,75
0.69061923,47,0,,3,4,99,86.625
0.69056946,53,0,,3,3,48,49.5
0.690522134,56,0,,3,3,34,44
0.690262675,47,0,,3,3,64,56.125
0.690141201,54,0,,3,3,57,53
0.690120637,49,0,,3,2,7,28
0.690117538,56,0,,3,2,15,35.5
0.689966261,42,0,,3,4,87,67
0.689802587,46,0,,3,3,56,52.75
0.689779818,49,0,,3,4,99,89.19402985
0.68939811,54,0,,3,3,16,36.375
0.689087689,50,0,,3,3,55,52
0.688984632,59,0,,3,3,30,42.67
0.688942611,59,0,,3,3,23,39.75
0.688829243,47,0,,3,3,57,53
0.688542426,43,0,,3,3,65,56.5
0.688487113,60,0,,3,3,43,47.5
0.68840462,48,0,,3,3,27,41.875
0.688286066,50,0,,3,3,45,48.5
0.688098013,49,0,,3,3,59,54
0.688090026,59,0,,3,4,89,69.25
0.687894046,50,0,,3,3,18,37
0.687680483,42,0,,3,3,62,55
0.687596619,44,0,,3,3,45,48.5
0.687502325,46,0,,3,3,80,63
0.687490046,55,0,,3,3,35,44.75
0.687400579,56,0,,3,2,15,35.17
0.687312543,43,0,,3,3,71,59
0.687310994,48,0,,3,3,20,38
0.687259555,55,0,,3,3,71,59
0.687027931,41,0,,3,3,29,42
0.686823487,49,0,,3,3,55,52
0.686779797,57,0,,3,4,99,84
0.686733603,46,0,,3,2,14,34.75
0.68650794,38,0,,3,4,98,81.395
0.686240017,62,0,,3,3,26,41
0.686205983,50,0,,3,3,16,36.42
0.686139464,43,0,,3,3,44,48.24
0.68601191,49,0,,3,1,2,21
0.685727537,59,0,,3,2,11,32.5
0.685701728,62,0,,3,3,79,62.50833333
0.685194433,42,0,,3,3,27,41.71
0.685162663,41,0,,3,3,61,54.75
0.685072124,46,0,,3,3,43,47.75
0.685071051,58,0,,3,3,59,54
0.685012996,60,0,,3,3,72,59.66
0.684823215,45,0,,3,4,83,65
0.684748769,49,0,,3,3,31,43
0.684728742,48,0,,3,3,49,50
0.684704483,44,0,,3,3,34,44.11
0.684696436,48,0,,3,3,55,52
0.684539557,46,0,,3,3,29,42
0.684523821,47,0,,3,2,12,33
0.684325516,53,0,,3,3,76,61.5
0.684156716,61,0,,3,3,22,39
0.68409729,45,0,,3,4,82,64.5
0.684096873,44,0,,3,3,39,46
0.683906853,57,0,,3,3,38,45.42
0.683556855,48,0,,3,3,63,55.55
0.683514595,46,0,,3,3,49,50
0.683189332,41,0,,3,3,71,59
0.683140814,46,0,,3,4,91,70.5
0.683118701,47,0,,3,3,39,46.165
0.683031261,48,0,,3,3,42,47.495
0.683030188,47,0,,3,3,48,49.58
0.682975769,46,0,,3,3,52,51
0.682946622,44,0,,3,3,25,40.5
0.682887793,54,0,,3,3,61,54.75
0.682878375,59,0,,3,2,7,28.49
0.682856262,59,0,,3,3,17,36.835
0.682542562,44,0,,3,3,69,58
0.682501853,51,0,,3,3,55,52
0.682488143,54,0,,3,3,69,58
0.682345569,52,0,,3,3,52,51
0.682135344,43,0,,3,2,14,34.84328358
0.681910396,61,0,,3,4,83,65
0.681806922,46,0,,3,4,98,82.5
0.681688786,39,0,,3,3,45,48.66666667
0.681638062,48,0,,3,3,32,43.5
0.681421041,43,0,,3,4,84,65.5
0.6813761,51,0,,3,3,18,37
0.681370497,38,0,,3,3,63,55.5
0.681325018,56,0,,3,3,57,53
0.681226909,41,0,,3,3,67,57
0.681096077,51,0,,3,2,10,31
0.681038737,43,0,,3,3,29,42.35
0.680996478,50,0,,3,3,69,58.495
0.680946708,46,0,,3,3,76,61.5
0.68088907,53,0,,3,3,19,37.575
0.68083477,46,0,,3,3,55,52.31
0.680749953,55,0,,3,3,67,57.08208955
0.680646598,58,0,,3,3,80,63.125
0.680637538,49,0,,3,4,90,70
0.680461049,47,0,,3,3,48,49.375
0.680442274,42,0,,3,4,85,66
0.68040216,63,0,,3,3,38,45.43
0.679989994,42,0,,3,3,52,51
0.679764867,55,0,,3,3,56,52.92
0.679653704,44,0,,3,3,20,38.65
0.679646432,52,0,,3,3,22,39
0.679411888,47,0,,3,4,98,81.3
0.679252982,44,0,,3,4,89,69.7
0.679248154,49,0,,3,1,3,23.04
0.679141343,61,0,,3,3,80,63
0.679110706,55,0,,3,3,34,44
0.679090559,64,0,,3,3,53,51.985
0.67900759,44,0,,3,4,97,79.07
0.678998351,48,0,,3,3,22,39
0.67895174,47,0,,3,3,77,61.845
0.678571403,46,0,,3,3,43,47.625
0.678412676,41,0,,3,3,39,46
0.678254843,44,0,,3,2,10,31
0.678248048,45,0,,3,4,88,68
0.678199053,44,0,,3,1,3,23
0.678188026,45,0,,3,3,63,55.46
0.678123057,48,0,,3,3,57,53.18
0.678093255,45,0,,3,1,5,27
0.677668393,41,0,,3,3,70,58.5
0.677667916,48,0,,3,4,91,71
0.677573919,52,0,,3,3,37,45.4
0.677503407,42,0,,3,3,50,50.25
0.67749691,47,0,,3,3,17,36.875
0.677483976,44,0,,3,3,78,62
0.677220285,44,0,,3,3,79,62.8
0.677158892,47,0,,3,3,69,58
0.677099586,45,0,,3,3,32,43.44
0.677083313,46,0,,3,3,24,40.17
